customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
C6980;Male;0;No;Yes;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;24,2;24.2;0
C5934;Male;1;No;No;3;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105;294.45;1
C2102;Female;0;Yes;No;37;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;One year;Yes;Electronic check;99,2;3754.6;1
C5968;Male;1;No;No;4;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);25,2;102.5;1
C3923;Male;1;Yes;No;67;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);94,65;6079;0
C1549;Male;0;Yes;Yes;25;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;85,9;2199.05;0
C4217;Male;0;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);92;6632.75;0
C3471;Male;0;Yes;Yes;8;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);51,3;411.6;0
C356;Female;0;No;No;10;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);80,25;846;1
C4560;Male;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,15;130.5;0
C3775;Male;1;Yes;Yes;52;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;80,85;4079.55;0
C5364;Male;0;Yes;Yes;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,35;1715.15;0
C2536;Female;1;Yes;No;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);92,2;6474.45;0
C6235;Male;0;No;No;58;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,3;1474.35;0
C3221;Male;0;Yes;No;70;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);77,3;5498.2;0
C5019;Female;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,7;1379.8;0
C2374;Female;0;Yes;Yes;66;Yes;No;DSL;No;No;No;Yes;No;No;One year;Yes;Credit card (automatic);49,4;3251.85;0
C1052;Female;0;Yes;Yes;16;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);35,5;552.7;0
C3075;Female;0;Yes;Yes;35;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);59,45;2136.9;0
C2322;Female;1;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);95,45;6223.3;0
C6674;Female;1;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;43,95;85.1;0
C5059;Female;0;No;No;30;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;48,8;1536.75;0
C1752;Male;0;No;No;14;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;89,95;1178.4;1
C3942;Male;0;Yes;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,25;174.7;0
C1773;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;79;143.65;1
C1197;Male;0;Yes;No;66;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;85,25;5538.35;0
C1879;Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,75;67.1;0
C2669;Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,75;19.75;1
C7029;Female;0;Yes;No;68;Yes;No;DSL;No;Yes;No;Yes;Yes;No;Two year;No;Bank transfer (automatic);64,1;4326.25;0
C2017;Female;0;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;86,45;830.85;1
C2006;Female;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Mailed check;100,45;4941.8;1
C5713;Female;0;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,3;470.6;0
C1483;Female;1;No;No;13;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,85;1235.55;0
C3238;Male;0;Yes;Yes;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,85;1267.05;0
C329;Female;1;Yes;Yes;28;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;35,9;973.65;0
C649;Female;1;No;No;2;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;89,5;161.5;1
C2946;Male;0;No;No;9;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;75,6;661.55;0
C3419;Male;0;Yes;No;54;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;109,55;6118.95;0
C1124;Male;0;Yes;Yes;25;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);61,6;1611;0
C6542;Female;0;No;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,5;398.55;0
C2789;Male;0;No;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);85,45;6028.95;0
C4114;Male;0;No;No;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20,35;695.85;0
C6104;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19,75;294.9;0
C3972;Female;0;No;No;25;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24,75;692.1;1
C3916;Female;0;Yes;No;59;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;One year;Yes;Credit card (automatic);81,25;4639.45;0
C5898;Male;0;Yes;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);23,9;1626.4;0
C1260;Female;1;No;No;46;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Credit card (automatic);95,25;4424.2;1
C5158;Female;0;Yes;Yes;16;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;No;Bank transfer (automatic);68,25;1114.85;0
C5889;Female;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,6;4783.5;1
C7039;Male;0;Yes;Yes;24;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;84,8;1990.5;0
C1520;Female;0;No;No;2;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;42,6;72.4;1
C1379;Female;0;Yes;Yes;58;Yes;Yes;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);66,8;3970.4;0
C5141;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,25;89.25;0
C1024;Female;1;Yes;No;45;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;86,1;3861.45;0
C6435;Male;0;No;No;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;50,5;50.5;1
C2919;Male;1;Yes;No;8;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;43,35;371.4;0
C4815;Female;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;90;1993.8;1
C5010;Male;0;Yes;No;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);115,8;7942.15;0
C5287;Male;0;Yes;No;8;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,5;609.9;1
C913;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);106,1;7848.5;0
C2858;Female;0;Yes;Yes;47;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Two year;No;Bank transfer (automatic);63,8;3007.25;0
C6196;Male;0;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);72,2;305.55;1
C1676;Female;0;No;No;29;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;78,9;2384.15;1
C1747;Female;0;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);116,45;8013.55;0
C3027;Female;0;Yes;No;16;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84,95;1378.25;1
C533;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,95;174.45;0
C1737;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,5;19.5;1
C1630;Male;0;Yes;No;68;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;Two year;No;Bank transfer (automatic);70,95;4741.45;0
C5066;Male;1;No;No;33;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);24,9;847.8;0
C431;Female;0;Yes;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,4;1182.55;1
C1809;Female;0;No;No;23;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;79,15;1676.95;1
C4478;Male;0;Yes;Yes;19;Yes;No;DSL;Yes;No;No;No;No;No;One year;Yes;Bank transfer (automatic);48,95;955.6;0
C4861;Male;0;Yes;Yes;13;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Mailed check;40,55;590.35;0
C4394;Female;0;Yes;No;21;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,5;1808.7;1
C4578;Female;1;Yes;No;62;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;104,85;6312.9;0
C235;Female;0;No;No;29;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;25,15;702;0
C5655;Male;1;Yes;No;70;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);105,35;7511.9;0
C2223;Male;0;Yes;Yes;38;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);101,15;3956.7;0
C4293;Female;1;No;No;31;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,9;2217.15;1
C6238;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;69,95;69.95;1
C6897;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;43,95;43.95;1
C5133;Male;0;Yes;Yes;71;Yes;Yes;DSL;Yes;No;No;No;Yes;No;One year;Yes;Electronic check;66,2;4692.55;0
C6283;Male;0;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,55;68.8;0
C1949;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;80,75;159.45;1
C5385;Female;0;No;No;4;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;64,4;253;0
C6251;Female;0;Yes;No;69;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);99,15;6875.35;0
C6597;Male;0;No;No;64;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;No;Electronic check;81,25;5567.55;0
C6448;Male;0;No;No;60;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Mailed check;79;4801.1;0
C1996;Female;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,95;69.95;1
C2672;Male;0;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;105,4;6713.2;0
C5862;Male;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,25;677.9;0
C2225;Male;1;Yes;No;17;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;76,45;1233.4;1
C1107;Female;0;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);97,45;6253;0
C5806;Male;1;Yes;No;19;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);66,4;1286.05;0
C819;Male;0;Yes;No;21;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;111,2;2317.1;1
C5946;Female;1;Yes;Yes;57;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);95,3;5567.45;0
C4105;Male;0;Yes;No;8;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);49,55;393.45;0
C5640;Male;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,65;109.3;0
C5118;Female;0;No;No;66;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);61,35;4193.4;0
C1698;Female;0;Yes;Yes;63;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);75,55;4707.85;0
C3559;Male;0;Yes;Yes;28;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Bank transfer (automatic);92,2;2568.15;0
C137;Female;0;No;No;23;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75;1778.5;0
C1643;Female;0;Yes;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,85;573.05;0
C5419;Male;1;No;No;18;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);80,55;1411.65;0
C4076;Male;0;No;No;53;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);46,3;2546.85;0
C6637;Female;0;Yes;Yes;10;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;One year;No;Electronic check;70,3;676.15;0
C1181;Male;0;No;No;39;Yes;No;DSL;No;No;No;Yes;No;No;Two year;Yes;Bank transfer (automatic);49,8;1971.15;0
C4417;Female;0;Yes;No;17;Yes;Yes;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);75,4;1322.55;0
C889;Male;0;Yes;Yes;37;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Credit card (automatic);91,2;3247.55;0
C2988;Female;0;Yes;Yes;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,1;670.35;0
C6802;Female;0;Yes;Yes;19;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);89,35;1686.85;0
C2438;Female;0;No;No;7;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;61,4;438.9;0
C3581;Female;0;No;Yes;9;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;72,9;651.4;1
C4044;Male;1;Yes;No;59;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);64,05;3886.85;0
C818;Female;0;Yes;Yes;55;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);103,7;5656.75;0
C1112;Female;0;No;No;4;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);94,4;387.2;1
C4864;Male;0;Yes;Yes;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,75;1123.15;0
C2342;Female;0;Yes;No;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);114,9;7843.55;0
C3168;Female;0;Yes;No;64;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;74,35;4759.55;0
C7040;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);103,2;7362.9;0
C5938;Female;1;Yes;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84;613.4;1
C4621;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);115,8;8332.15;0
C3066;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,8;45.8;0
C1265;Male;0;Yes;Yes;69;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);95,2;6671.7;0
C991;Female;0;Yes;No;56;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Two year;No;Bank transfer (automatic);80,3;4513.65;0
C1465;Male;0;No;No;9;Yes;No;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;64,95;547.8;0
C1740;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,9;69.9;1
C6246;Female;0;Yes;No;59;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;80,1;4693.2;0
C4987;Female;0;No;No;12;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);79,55;958.25;0
C354;Male;0;Yes;Yes;4;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);84,8;371.9;1
C5369;Female;1;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,3;235.5;1
C5486;Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;50,75;50.75;0
C3443;Male;0;No;No;29;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);98,8;2807.1;0
C4944;Female;0;Yes;No;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);84,4;5969.3;0
C1490;Female;0;Yes;Yes;23;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Mailed check;57,75;1282.85;0
C5634;Male;0;No;Yes;6;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;26,35;184.05;0
C6012;Female;0;Yes;Yes;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,35;683.75;0
C3131;Male;0;Yes;No;24;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);74,4;1712.9;0
C1229;Female;0;Yes;No;49;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;100,85;4847.35;0
C4191;Female;0;Yes;No;11;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);96,2;1222.05;1
C6265;Male;0;No;No;44;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);100,1;4378.35;0
C3765;Female;0;No;No;11;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;25,2;245.15;0
C6666;Male;0;Yes;Yes;43;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);29,3;1224.05;0
C4013;Female;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;50,55;50.55;1
C6589;Female;0;Yes;Yes;23;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;23,85;625.65;0
C53;Female;1;Yes;No;25;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);69,5;1752.65;0
C4218;Male;1;Yes;No;14;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,1;1013.35;0
C4564;Female;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);80,05;830.7;1
C4933;Male;0;Yes;Yes;27;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);80,65;2209.75;0
C3086;Male;0;No;No;3;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);105,35;323.25;1
C160;Male;0;No;No;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,7;251.6;0
C4339;Male;1;No;No;5;No;No phone service;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;No;Credit card (automatic);45,4;214.75;0
C1588;Male;0;Yes;Yes;48;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);26,3;1245.05;0
C1590;Female;1;No;No;7;Yes;No;DSL;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;64,95;493.65;0
C1480;Female;0;No;No;44;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;49,05;2265;0
C5433;Female;0;No;No;2;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;76,4;160.8;1
C3146;Female;0;No;No;4;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);76,65;333.6;1
C1470;Male;0;No;No;37;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);98,8;3475.55;1
C4630;Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,3;279.3;0
